region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
1156,639.67222827258,2012.0,1605,21,2,6.0,7622,186.11034507786258,8589,6686,2541,6564,1593,2026,4238,34.9506,-85.2432
1156,390.5277066792005,2011.0,1605,1,0,6.0,7622,301.0283055738676,8589,6686,2541,6564,1854,1115,4238,34.768443,-86.895068
1156,308.24702543015525,2015.0,128,4,2,4.0,7622,299.76813306094573,8589,6686,2134,6564,1816,869,4238,34.768443,-86.895068
1156,329.13199368779027,2011.0,696,11,0,4.0,7622,308.20968117563024,8589,6686,2134,766,1816,2026,4238,34.7782,-86.7442
1156,248.82619220647558,2007.0,169,20,5,6.0,7622,303.58866976075853,200,6686,2541,6564,1593,1700,4238,34.8618,-86.5789
1156,723.036021058484,2018.0,1605,15,2,6.0,7622,133.1146232162535,8589,1764,2541,6564,1096,2026,4238,34.57,-86.98
1156,455.64854412140124,2012.0,169,2,2,6.0,663,219.56852460919572,8589,1764,2134,6564,1816,1336,4238,34.57,-86.98
1156,634.2958183743912,2019.0,1371,4,2,6.0,7622,125.47887711919682,8589,1764,1120,6564,306,869,4238,34.57,-86.98
1156,593.3795845835343,2017.0,1371,18,2,6.0,7622,175.0793876237633,8589,1764,2541,6564,1096,2026,4238,34.57,-86.98
1156,556.1777750797173,2017.0,128,1,2,6.0,7622,133.3365355499905,8589,1764,2134,6564,166,1115,4238,34.57,-86.98
1156,686.0324714581235,2017.0,484,15,2,6.0,7622,155.66258152776268,8589,1764,3088,6564,498,1700,4238,34.57,-86.98
1156,985.9547279863643,2015.0,41,15,3,6.0,7622,176.95678641235637,8589,6686,3088,6564,1854,557,4238,36.138037,-86.731163
1156,563.6011847255047,2018.0,163,7,0,6.0,7622,143.2274898601688,8589,6686,2541,6564,1854,1700,4238,36.171462,-86.497053
1156,773.9036438025151,2015.0,1605,28,3,6.0,447,316.94609966135454,8589,6686,3088,6564,1096,1115,4238,35.59352,-87.05396
1156,773.9036438025151,2015.0,1605,28,3,6.0,447,316.94609966135454,8589,6686,3088,6564,1096,1115,4238,35.59352,-87.05396
1156,598.9384402103395,2008.0,153,1,2,8.0,7622,220.21232350331812,8589,6686,1120,6564,126,2026,4238,36.138037,-86.731163
1156,352.1703777057356,1989.0,357,41,0,8.0,7622,301.85076373937096,8589,6686,1120,1262,764,1336,4238,34.79266,-86.79667
1156,129.7012936825149,1985.0,1371,7,1,8.0,7622,164.49003432655397,8589,6686,2541,6564,1593,1700,4238,34.2098,-86.752
1156,985.9547279863643,2019.0,1605,1,0,6.0,447,119.98826597480524,8589,6686,2541,6564,1593,2026,4238,35.0019,-78.9364
1156,524.904295920532,2018.0,421,9,0,4.0,7622,213.38718004799995,8589,6686,2134,766,1854,711,4238,34.7448,-86.6704
1156,984.7887591135823,2015.0,20,8,3,6.0,50,140.76330958419905,8589,6686,2541,6564,1816,869,4238,36.138037,-86.731163
1156,504.74877213947195,2015.0,696,6,0,6.0,7622,266.4597373106143,8589,6686,2134,1262,112,1336,4238,34.7448,-86.6704
1156,478.0426319486233,2018.0,266,17,1,4.0,7622,211.8024361751516,8589,6686,3088,6564,1854,143,4238,34.737799,-86.650889
1156,533.2181248524133,2018.0,266,23,1,4.0,7622,177.46235782282605,8589,6686,2134,6564,1854,1336,4238,34.737481,-86.653907
1156,577.9961993969957,2016.0,169,1,2,6.0,7622,219.41405157193404,8589,6686,3088,766,1854,1336,4238,34.6679,-86.5603
1156,678.4563358306201,2017.0,696,9,2,8.0,7622,175.6730476701184,8589,1764,2541,6564,1096,869,4238,34.57,-86.98
1156,330.2044184599129,2014.0,696,46,2,4.0,7622,281.96789805331747,8589,6686,2134,249,1816,557,4238,34.792797,-86.577305
1156,721.9461329096272,2012.0,262,7,3,8.0,7622,195.8816104254657,8589,6686,2541,6564,1593,1700,4238,33.669601,-86.817617
1156,467.66714040835546,2017.0,94,6,1,4.0,7622,254.189845683158,8589,6686,2134,6564,1816,869,4238,34.737799,-86.650889
1156,476.9452896538614,2017.0,266,4,1,6.0,7622,239.48352801604625,8589,6686,2134,6564,166,1336,4238,34.737481,-86.653907
1156,626.2690929128136,2017.0,421,1,2,8.0,7622,163.26541848241197,8589,1764,2541,6564,1096,1115,4238,34.57,-86.98
1156,781.8212349893031,2020.0,1605,7,2,8.0,7622,43.54808051418986,8589,1764,1120,6564,306,2026,4238,34.57,-86.98
1156,329.13199368779027,2010.0,371,5,2,4.0,7622,284.00321615162414,8589,6686,2134,1262,1816,557,4238,34.7448,-86.6704
1156,268.02777556109044,2008.0,371,1,0,6.0,7622,297.2610272798504,8589,6686,2134,766,1854,1336,4238,34.7782,-86.7442
1156,774.9972478431712,2012.0,1605,14,3,6.0,7622,95.11643681927329,8589,6686,3088,6564,1593,2026,4238,34.9506,-85.2432
1156,472.37233707248697,2015.0,163,3,2,6.0,7622,173.07590164703086,8589,1764,2134,6564,260,1336,4238,34.57,-86.98
1156,703.4774482922774,2018.0,696,1,2,6.0,7622,140.9197716074762,8589,1764,2541,6564,498,869,4238,34.57,-86.98
1156,510.85619704173445,2018.0,55,2,2,6.0,663,118.81820768018278,8589,1764,2541,6564,260,869,4238,34.57,-86.98
1156,564.9208512860552,2018.0,204,1,2,6.0,7622,123.79855823428429,8589,1764,2541,6564,257,869,4238,34.57,-86.98
1156,495.0865583506721,2018.0,696,2,2,6.0,663,113.95081272855344,8589,1764,2134,6564,1816,869,4238,34.57,-86.98
1156,478.9420655538506,2018.0,1371,2,2,6.0,7622,144.98498172837006,8589,1764,2134,6564,260,1700,4238,34.57,-86.98
1156,556.1777750797173,2017.0,371,1,2,6.0,7622,161.47480938462456,8589,1764,2134,6564,1816,2026,4238,34.57,-86.98
1156,504.5914639884551,2017.0,266,6,2,6.0,7622,132.78205016575848,8589,1764,2134,6564,257,1336,4238,34.57,-86.98
1156,598.9523248850409,2018.0,1605,1,2,6.0,7622,142.54397777727021,8589,1764,2134,6564,498,1115,4238,34.57,-86.98
1156,570.8389620012706,1967.0,1371,2,2,8.0,7622,372.4405784974477,8589,6686,1120,1262,764,869,4238,34.6809,-85.8478
1156,331.2529424137073,2014.0,421,1,3,4.0,7622,222.22969667488633,200,6686,2134,1262,1816,158,4238,34.724654,-86.627534
1156,583.6757910882345,2015.0,1371,27,2,6.0,7622,292.3816328338854,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,625.0586111394906,2012.0,1371,27,2,6.0,7622,242.69734139370752,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,523.3740142911454,2014.0,1605,48,1,6.0,7622,316.42580230857936,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,569.3996569318394,2015.0,357,2,0,6.0,7622,322.9211362404746,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,304.85506688344014,2010.0,153,9,5,6.0,7622,248.8047900773538,8589,6686,2541,6564,1593,1336,4238,34.746073,-86.587543
1156,391.3802669730914,2007.0,1371,52,1,6.0,7622,313.37453396372075,8589,6686,3088,6564,1593,1115,4238,34.9506,-85.2432
1156,495.1663142907855,2017.0,347,3,1,6.0,7622,294.8882537216225,8589,6686,2541,6564,1593,2026,4238,34.9506,-85.2432
1156,507.88747062637276,2013.0,1605,48,1,6.0,7622,317.1572249314053,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,372.1612502816303,2013.0,421,20,5,6.0,7622,291.88045356427676,8589,6686,2134,6564,1854,1700,4238,36.171462,-86.497053
1156,610.1229936513806,2020.0,484,1,3,4.0,7622,89.29839166887359,55,6686,2541,6564,498,1336,4238,34.6949,-86.6335
1156,227.0788775237349,1988.0,371,1,3,4.0,7622,256.48572513409704,8589,6686,2134,249,260,1115,4238,34.4482,-86.9242
1156,326.9794804421453,2007.0,182,1,3,6.0,7622,299.6570094583733,8589,6686,2134,1262,1816,2026,4238,34.7389,-86.6249
1156,324.816610855591,2014.0,1605,1,3,4.0,7622,180.5812745694493,8589,6686,2134,766,1816,2026,4238,34.7389,-86.6249
1156,331.1674391602843,2009.0,343,1,3,6.0,7622,233.79235059188235,8589,6686,2134,766,1854,1700,4238,34.7389,-86.6249
1156,554.8576680575342,2012.0,1371,27,0,6.0,7622,256.21989895323156,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,786.3730762599827,2016.0,347,45,3,8.0,7622,214.66053659851102,8589,6686,3088,6564,1096,1115,4238,36.138037,-86.731163
1156,584.948151632671,2010.0,1371,17,0,8.0,7622,128.12763603744966,8589,433,1120,1262,306,711,4238,34.5896,-86.9887
1156,611.4917490003709,2013.0,1605,48,2,6.0,7622,284.82897870083735,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,597.7017626880291,2015.0,1605,48,2,6.0,7622,299.6570094583733,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,643.6862986036168,2018.0,182,2,2,6.0,7622,157.78520455842386,8589,6686,2134,249,1816,2026,4238,36.171462,-86.497053
1156,478.9257232017922,2014.0,357,15,1,6.0,7622,233.17195945151084,8589,6686,2134,6564,1854,557,4238,36.138037,-86.731163
1156,515.3013619989142,2016.0,204,8,1,4.0,7622,274.2410188767362,8589,6686,3088,6564,1854,1700,4238,34.737799,-86.650889
1156,391.247735321675,2016.0,266,43,1,4.0,7622,228.7240078268855,8589,6686,2134,6564,257,557,4238,34.737481,-86.653907
1156,493.60138720022604,2015.0,103,11,1,6.0,7622,242.76990238628193,8589,1764,2134,6564,1816,2026,4238,34.2056,-86.85834
1156,461.71990171940683,2011.0,1371,135,2,8.0,7622,295.6404584973359,8589,6686,1120,6564,1593,1115,4238,34.768443,-86.895068
1156,594.9019274599033,2018.0,134,7,2,6.0,7622,214.68259507070056,8589,6686,2541,249,1816,1115,4238,36.171462,-86.497053
1156,567.8855266022597,2015.0,180,19,0,4.0,7622,215.42802776781468,8589,6686,2541,6564,1816,1115,4238,33.669601,-86.817617
1156,377.5722372451147,2013.0,163,4,5,4.0,7622,228.48032015413125,8589,6686,2134,6564,1816,1336,4238,34.737799,-86.650889
1156,639.4339771973104,2017.0,696,48,2,4.0,7622,172.63537222420325,8589,6686,1120,6564,764,2026,4238,34.737799,-86.650889
1156,194.4185863813388,1997.0,1605,30,2,8.0,7622,338.0375991179913,8589,433,2541,6564,764,1115,4238,35.1527,-86.5664
1156,905.1486092140061,2017.0,180,4,3,8.0,7622,216.4224881644398,8589,6686,2541,6564,1816,1336,4238,33.669601,-86.817617
1156,261.71585929376164,2009.0,169,9,2,6.0,7622,300.44942049624706,200,6686,1120,1262,1816,1115,4238,34.8414,-86.6997
1156,248.69459383457396,2008.0,153,7,2,8.0,7622,276.87610859614335,8589,6686,2541,1262,1816,1115,4238,34.3283,-86.4896
1156,256.5032410624933,2007.0,153,7,0,8.0,7622,256.7192371579882,8589,6686,2541,1262,1816,1115,4238,34.3283,-86.4896
1156,454.1214827389297,1971.0,1371,2,1,8.0,7622,205.56275718315314,8589,6686,2541,6564,1593,1700,4238,34.759,-86.69
1156,297.98737930214554,2008.0,128,1,3,8.0,7622,327.8428275911056,8589,6686,1120,1262,1854,2026,4238,34.6215,-86.4644
1156,283.89384873984136,2003.0,1605,2,2,6.0,7622,353.46434537376336,8589,6686,3088,766,1096,2026,4238,34.8317,-86.8867
1156,389.5788255097692,2007.0,1371,27,1,6.0,7622,332.6578055902208,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,320.4591189254838,2007.0,1605,16,5,8.0,7622,331.30221345001456,8589,6686,3088,6564,1593,2026,4238,35.516467,-86.441919
1156,625.0586111394906,2012.0,1605,48,2,6.0,7622,276.9688678282983,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,638.414060349605,2015.0,1371,27,2,6.0,7622,283.9714183735062,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,677.3145916152865,2014.0,1605,48,2,6.0,7622,248.02707479001475,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,370.2331412902495,2002.0,1371,27,5,6.0,7622,318.612650239053,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,652.8736176017975,2019.0,696,48,0,6.0,7622,153.3990392345096,8589,6686,3088,766,1096,1115,4238,34.618,-86.0562
1156,493.64934675237384,2012.0,1605,48,1,6.0,7622,305.91204802630193,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,220.74361705167763,2006.0,1371,1,5,8.0,7622,365.5992445249182,8589,6686,2541,6564,166,2026,4238,34.7448,-86.6704
1156,493.64934675237384,2011.0,1371,27,1,6.0,7622,324.33859366490594,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,487.22446582481285,2010.0,484,27,2,6.0,7622,317.1572249314053,8589,6686,3088,1262,498,1115,4238,34.6215,-86.4644
1156,77.53351345200609,2004.0,14,1,1,6.0,7622,243.29528730900853,8589,6686,2134,766,257,869,4238,34.6205,-86.551
1156,478.72958327635797,2015.0,371,61,1,4.0,7622,284.43754658573386,8589,6686,2134,6564,1854,557,4238,36.138037,-86.731163
1156,678.4563358306201,2016.0,1371,3,2,6.0,663,164.37489387915386,8589,1764,3088,6564,1096,711,4238,34.57,-86.98
1156,524.904295920532,2012.0,1605,48,1,6.0,7622,311.2344327897661,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,274.2089751757975,2011.0,179,3,0,4.0,7622,331.97625288798486,8589,6686,1120,249,306,869,4238,34.473637,-86.991978
1156,540.0323780958703,2010.0,357,2,1,6.0,7622,288.22176023938505,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,985.9547279863643,2017.0,1371,33,3,8.0,7622,37.60700411724925,8589,6686,1120,6564,306,2026,4238,36.138037,-86.731163
1156,371.1194026825657,2016.0,1371,1,5,6.0,7622,230.90605128694844,8589,6686,2541,6564,1593,1700,4238,34.705531,-86.593525
1156,436.89453215720306,2018.0,179,1,1,6.0,7622,220.6603440362666,8589,6686,2541,6564,1593,1700,4238,34.705531,-86.593525
1156,362.28620842841883,2007.0,357,13,2,8.0,7622,314.9554236624021,8589,6686,2541,6564,1593,1336,4238,34.7789,-86.5438
1156,419.33796637265266,2017.0,1605,1,1,6.0,7622,262.2718982252449,8589,6686,2541,6564,1593,1700,4238,34.705531,-86.593525
1156,360.2796029495174,2006.0,343,2,0,8.0,7622,240.73585867930095,8589,6686,1120,6564,1096,1336,4238,34.8317,-86.8867
1156,445.37914934995194,2014.0,1371,7,1,8.0,7622,337.02317623731494,8589,6686,1120,6564,166,2026,4238,36.138037,-86.731163
1156,474.1856194014022,2013.0,1605,229,1,8.0,7622,320.71796259906995,8589,1764,3088,6564,764,1700,4238,34.2056,-86.85834
1156,460.82972381478487,2018.0,1371,49,1,4.0,7622,212.9282854138638,8589,1764,2134,6564,1816,557,4238,34.2056,-86.85834
1156,583.6757910882345,2015.0,347,92,2,6.0,447,259.84543408305467,8589,6686,3088,6564,1096,1115,4238,35.59352,-87.05396
1156,278.96087444040137,2014.0,343,39,2,6.0,7622,298.8614954605618,8589,6686,2541,6564,1593,1336,4238,34.7789,-86.5438
1156,583.6757910882345,2013.0,1605,30,2,6.0,7622,295.5651219635648,8589,6686,3088,6564,498,1336,4238,35.59352,-87.05396
1156,702.3655095570566,2015.0,357,5,3,6.0,663,252.8142598096814,8589,6686,1120,6564,1854,1336,4238,35.59352,-87.05396
1156,625.0586111394906,2016.0,343,77,2,6.0,7622,207.73914539323093,8589,6686,1120,1262,1816,1336,4238,35.59352,-87.05396
1156,726.7809448456554,2013.0,1605,229,3,6.0,663,281.21691826729585,8589,6686,3088,6564,1096,869,4238,35.59352,-87.05396
1156,329.13199368779027,2009.0,696,1,0,6.0,7622,324.33859366490594,8589,6686,2134,6564,1854,869,4238,34.299883,-86.274691
1156,206.72696539530645,2010.0,179,23,2,4.0,7622,319.39162589112595,8589,6686,2541,766,1816,1336,4238,34.7059,-86.6165
1156,377.9607365231706,2014.0,1371,8,5,4.0,7622,188.7066441289167,8589,6686,2134,6564,260,869,4238,33.669601,-86.817617
1156,540.0323780958703,2013.0,1605,48,1,6.0,7622,288.22176023938505,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,137.9486692203271,2005.0,262,14,1,6.0,7622,334.01476199016537,8589,6686,3088,766,1854,1336,4238,34.652637,-86.854134
1156,509.45152972993264,2017.0,18,1,0,4.0,7622,120.01867289543118,8589,433,1120,249,126,2026,4238,34.530598,-86.91427
1156,149.69287946087363,1999.0,484,63,2,4.0,7622,370.79749332951684,8589,6686,1120,6564,1593,1700,4238,34.3283,-86.4896
1156,448.24988649631956,2016.0,421,36,1,4.0,7622,227.96328890901754,8589,6686,2134,6564,1854,711,4238,34.737799,-86.650889
1156,439.596833692482,2015.0,696,67,1,4.0,7622,283.2230855135847,8589,6686,2134,6564,1816,2026,4238,34.737481,-86.653907
1156,328.6378239958826,2015.0,421,43,5,4.0,7622,299.68400220706457,8589,6686,2134,6564,1816,1700,4238,34.737799,-86.650889
1156,457.25640830066834,2014.0,204,13,1,4.0,7622,226.3549432629467,8589,6686,3088,6564,1816,1115,4238,34.737799,-86.650889
1156,472.37233707248697,2016.0,484,6,2,6.0,7622,166.08030384091316,8589,1764,3088,6564,498,869,4238,34.57,-86.98
1156,751.6715347607627,2020.0,343,8,2,6.0,663,69.18085958220588,8589,1764,1120,6564,306,1336,4238,34.57,-86.98
1156,626.2690929128136,2016.0,1605,9,2,6.0,7622,113.79656086346166,8589,1764,2541,6564,1096,1336,4238,34.57,-86.98
1156,639.6060539101314,2018.0,169,2,2,6.0,7622,156.10664407044024,8589,1764,2541,6564,498,1700,4238,34.57,-86.98
1156,786.3844602215556,2019.0,421,7,2,6.0,7622,91.46924337725295,8589,1764,1120,6564,306,2026,4238,34.57,-86.98
1156,472.37233707248697,2014.0,163,4,2,6.0,7622,174.34194266761708,8589,6686,2134,6564,257,869,4238,34.57,-86.98
1156,626.2690929128136,2018.0,262,16,2,6.0,7622,150.73084424526027,8589,1764,2541,6564,1816,1700,4238,34.57,-86.98
1156,550.2929941939877,2017.0,116,2,2,6.0,7622,116.07600348740772,8589,1764,2134,6564,1816,2026,4238,34.57,-86.98
1156,283.89384873984136,2014.0,1605,6,5,6.0,7622,267.8308964642942,200,6686,2541,6564,1593,1700,4238,34.8618,-86.5789
1156,320.4591189254838,2010.0,1605,39,5,6.0,7622,304.5397667637439,8589,6686,3088,6564,1816,1336,4238,35.516467,-86.441919
1156,203.7005690331948,2006.0,179,9,5,4.0,7622,372.0541029920756,8589,6686,2134,6564,1593,2026,4238,35.516467,-86.441919
1156,726.7809448456554,2012.0,347,45,3,6.0,447,322.11476940549613,8589,6686,3088,6564,1593,869,4238,35.516467,-86.441919
1156,242.1829875018808,1999.0,696,21,2,6.0,7622,372.4405784974477,8589,6686,3088,766,1854,869,4238,34.7345,-86.5534
1156,426.3170017608614,2014.0,116,8,1,4.0,7622,197.00951553539414,8589,6686,2134,6564,1593,1115,4238,35.516467,-86.441919
1156,320.3496300229647,2013.0,266,23,2,4.0,7622,277.858456453852,8589,6686,1120,6564,1816,1336,4238,35.87782,-86.42295
1156,664.5326349055699,2015.0,1371,5,2,6.0,7622,305.91204802630193,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,477.4696226487112,2008.0,1371,5,1,6.0,7622,314.21642123158205,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,597.7017626880291,2015.0,1605,48,2,6.0,7622,291.5566507814294,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,509.45152972993264,2011.0,1371,27,1,6.0,7622,313.4748452059486,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,714.6492886619073,2019.0,1605,48,3,6.0,7622,283.9714183735062,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,540.0323780958703,2011.0,1371,27,1,6.0,7622,321.49443587768167,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,677.3145916152865,2015.0,1605,48,2,6.0,7622,246.97464838093072,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,664.5326349055699,2019.0,1371,27,2,6.0,7622,307.4466170849811,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,625.0586111394906,2012.0,1605,48,2,6.0,7622,230.32098317368366,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,577.9961993969957,2013.0,1371,33,0,8.0,7622,332.95227933676966,8589,6686,3088,6564,1593,869,4238,35.516467,-86.441919
1156,785.3594216207492,2016.0,1605,1,3,8.0,447,307.17352534250375,8589,6686,3088,6564,1593,2026,4238,35.516467,-86.441919
1156,985.9547279863643,2017.0,1371,2,3,8.0,7622,60.121180398607414,8589,6686,1120,6564,1816,2026,4238,35.516467,-86.441919
1156,593.3795845835343,2013.0,357,10,2,8.0,663,230.69259684039514,8589,1764,2541,6564,1096,1700,4238,34.57,-86.98
1156,510.9809201396739,2015.0,169,6,1,6.0,7622,199.9074985113625,8589,6686,2134,249,1816,2026,4238,36.171462,-86.497053
1156,331.1674391602843,2011.0,421,3,0,6.0,7622,265.35375757217184,8589,6686,2134,1262,1854,1115,4238,34.779452,-86.92135
1156,703.4774482922774,2013.0,20,2,2,6.0,50,208.44411047562232,8589,1764,1120,6564,1816,2026,4238,34.57,-86.98
1156,391.2666704155241,2008.0,262,7,1,6.0,7622,242.62691586597091,8589,6686,1120,6564,126,1336,4238,36.138037,-86.731163
1156,665.6903304836409,2018.0,72,1,2,6.0,7622,112.56812046322466,8589,1764,2541,6564,1816,1700,4238,34.57,-86.98
1156,400.85695684529026,1999.0,696,21,0,8.0,7622,314.21642123158205,8589,6686,1120,766,1854,158,4238,34.928417,-86.986828
1156,751.6715347607627,2016.0,357,6,2,8.0,7622,139.0227238992821,8589,1764,3088,6564,1096,1336,4238,34.57,-86.98
1156,579.2776453439931,2017.0,421,4,2,6.0,7622,168.43118232439656,8589,1764,2134,6564,1096,869,4238,34.57,-86.98
1156,297.96429497573945,2011.0,371,45,5,6.0,7622,310.8060563232939,8589,6686,2541,1262,1816,869,4238,36.171462,-86.497053
1156,751.7303585562622,2017.0,1371,33,3,6.0,7622,179.83127696824084,8589,6686,3088,6564,1593,2026,4238,34.9506,-85.2432
1156,372.1023344746513,2011.0,421,1,2,6.0,7622,288.30582696855436,8589,6686,2541,766,1096,1336,4238,34.5484,-87.0004
1156,362.28620842841883,2009.0,180,1,0,6.0,7622,238.30607366311094,8589,6686,2541,6564,1816,1336,4238,34.7789,-86.5438
1156,797.8215984181597,2014.0,41,1,3,8.0,7622,204.89319424252173,8589,6686,3088,6564,1593,1336,4238,34.7789,-86.5438
1156,607.2412929205586,2017.0,484,2,2,6.0,663,157.18624067978772,8589,1764,3088,6564,1854,1115,4238,34.57,-86.98
1156,495.0865583506721,2013.0,204,3,2,6.0,7622,201.19095859376193,8589,1764,2541,6564,260,711,4238,34.57,-86.98
1156,594.9019274599033,2019.0,163,19,2,6.0,7622,104.17129256689994,8589,6686,2541,249,1816,869,4238,36.171462,-86.497053
1156,370.2331412902495,2009.0,421,19,2,8.0,7622,333.9552270014452,8589,6686,1120,1262,764,1115,4238,34.792797,-86.577305
1156,309.3716592588667,2012.0,266,43,0,4.0,7622,282.61123455227477,8589,6686,2134,1262,260,1115,4238,34.8273,-86.7499
1156,678.4563358306201,2019.0,1605,9,2,6.0,663,48.54659787945699,8589,1764,2541,6564,1096,1336,4238,34.57,-86.98
1156,362.28620842841883,2011.0,180,4,5,6.0,7622,282.24474566498634,8589,6686,1120,6564,1593,1336,4238,34.618,-86.0562
1156,985.9547279863643,2015.0,484,18,3,6.0,7622,189.70479081390255,200,1764,2134,766,1854,42,4238,34.4959,-86.259
1156,322.6432151928101,2010.0,1605,37,2,4.0,7622,174.58123456388918,8589,6686,2134,6564,1854,2026,4238,34.635697,-85.967073
1156,235.26774830943154,2007.0,696,67,0,4.0,7622,309.7275048655648,8589,6686,2134,766,1816,158,4238,34.7782,-86.7442
1156,274.1844524769267,2012.0,1371,1,0,4.0,7622,287.3790966211569,8589,6686,2134,766,1816,711,4238,34.7782,-86.7442
1156,638.414060349605,2014.0,1371,11,2,8.0,447,313.1216880825096,8589,6686,3088,1262,764,2026,4238,34.46656,-85.35894
1156,686.0324714581235,2019.0,153,13,2,6.0,663,106.46552561446128,8589,1764,2134,6564,260,1336,4238,34.57,-86.98
1156,556.1777750797173,2015.0,180,3,0,4.0,447,242.16352420966905,8589,6686,2541,6564,1854,2026,4238,33.669601,-86.817617
1156,229.87846211118648,2004.0,1371,11,2,8.0,7622,351.2050190754813,8589,6686,3088,1262,1096,1336,4238,35.2093,-87.0393
1156,479.1054667356992,1967.0,1371,7,1,6.0,7622,207.79632536451598,8589,6686,2541,6564,1593,1700,4238,34.9804,-86.8346
1156,540.0323780958703,2013.0,1605,48,1,6.0,7622,277.858456453852,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,597.7017626880291,2012.0,1371,27,2,6.0,7622,291.5566507814294,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,597.7017626880291,2015.0,1605,48,2,6.0,7622,298.06284581736213,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,569.3996569318394,2013.0,1371,27,0,6.0,7622,323.63101032135813,8589,6686,2541,6564,1593,1700,4238,35.265997,-87.322254
1156,370.2331412902495,2011.0,1605,16,2,8.0,7622,303.87741550637287,8589,6686,1120,1262,1854,1336,4238,34.5937,-86.9715
1156,985.9547279863643,2020.0,153,17,3,6.0,7622,69.3895953064209,8589,6686,2134,1262,1854,1115,4238,34.6215,-86.4644
1156,350.12178496696265,2011.0,262,1,3,6.0,7622,261.1503587944924,8589,6686,2134,6564,306,1115,4238,34.7389,-86.6249
1156,694.2963612537112,2019.0,169,1,3,6.0,7622,132.01009902856106,8589,433,2541,6564,1593,869,4238,34.8273,-86.7499
1156,751.7303585562622,2013.0,1371,11,3,6.0,7622,202.1652051721483,8589,6686,2541,6564,1593,2026,4238,34.9506,-85.2432
1156,178.18730606139863,2006.0,72,4,1,5.0,7622,334.17569864758406,8589,6686,3088,1262,1854,1115,4238,34.8057,-86.9614
1156,723.036021058484,2016.0,1371,25,2,6.0,7622,153.39691475484375,8589,1764,3088,6564,1096,1115,4238,34.57,-86.98
1156,445.37914934995194,2012.0,134,8,1,6.0,447,308.4837029999634,8589,6686,2541,6564,1854,2026,4238,36.138037,-86.731163
1156,206.6968606867854,2006.0,169,9,5,6.0,7622,337.3720380233061,8589,6686,2541,6564,1593,1700,4238,34.6215,-86.4644
1156,174.77763267012546,1994.0,357,41,5,6.0,7622,304.3660374574215,8589,6686,2541,6564,1593,1700,4238,34.6215,-86.4644
1156,174.77763267012546,2004.0,1605,4,5,6.0,7622,341.9909683589364,200,6686,2541,6564,1593,1700,4238,34.6215,-86.4644
1156,372.1808873755152,2006.0,1605,229,5,6.0,7622,283.11002275624145,8589,6686,2541,6564,1593,1700,4238,34.6215,-86.4644
1156,781.8212349893031,2018.0,696,3,2,6.0,7622,162.94305563785932,8589,1764,3088,6564,498,869,4238,34.57,-86.98
1156,751.6715347607627,2015.0,1371,11,2,8.0,663,192.8090075463684,8589,1764,2541,6564,498,1336,4238,34.57,-86.98
1156,612.7217215630914,2019.0,347,10,2,6.0,7622,149.52274728113167,8589,1764,2541,6564,1096,1700,4238,34.57,-86.98
1156,607.2412929205586,2015.0,357,11,2,6.0,663,165.04488933705613,8589,1764,2541,6564,1096,2026,4238,34.57,-86.98
1156,174.77763267012546,2002.0,1605,7,5,6.0,7622,320.05832973118805,8589,6686,2541,6564,1593,1700,4238,34.6205,-86.551
