region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
2609,884.4804652259089,2014.0,41,3,0,8.0,7622,184.12319824689885,8589,6686,3088,6564,1854,1336,3296,61.217811,-149.870145
2609,479.0237712209111,2017.0,266,3,0,4.0,7622,130.94012519107855,8589,6686,2134,6564,1854,869,3296,61.217801,-149.870167
2609,808.9730861174886,2020.0,204,9,0,4.0,7622,41.16296893813104,8589,433,3088,766,1816,711,3296,61.218371,-149.869094
2609,479.0237712209111,2017.0,484,3,0,4.0,7622,158.88853085784933,8589,6686,3088,6564,1854,2026,3296,61.217822,-149.87021
2609,691.1120406333832,2016.0,262,3,0,4.0,101,200.60306853510613,8589,6686,3088,6564,1854,2026,3296,61.217832,-149.87021
2609,626.3362918727254,2017.0,134,5,0,4.0,7622,216.80918990985052,8589,6686,3088,6564,1854,1336,3296,61.217801,-149.870253
2609,894.8839841292433,2019.0,103,2,0,6.0,7622,59.53128508692423,8589,6686,3088,6564,1854,143,3296,61.217822,-149.870253
2609,585.0187791630268,2018.0,94,3,0,4.0,7622,148.0812093687479,8589,6686,2134,6564,1816,869,3296,61.217801,-149.870188
2609,541.4534743866515,2019.0,343,39,0,6.0,663,156.9153053432073,8589,6686,2134,6564,112,1336,3296,61.16167,-149.86312
2609,510.9341515779869,2019.0,343,39,1,6.0,663,184.91567990570144,8589,6686,2134,6564,112,1700,3296,61.16167,-149.86312
2609,510.9341515779869,2016.0,421,36,1,6.0,7622,167.7734750173531,8589,6686,2134,6564,257,2026,3296,61.16167,-149.86312
2609,526.3550578856808,2018.0,484,35,1,6.0,7622,173.41010475013587,8589,6686,2134,6564,1854,2026,3296,61.16167,-149.86312
2609,665.7546038483223,2019.0,421,27,2,6.0,7622,132.64289955714736,8589,6686,3088,6564,257,2026,3296,61.16167,-149.86312
2609,751.4950432209148,2016.0,1605,1,3,6.0,7622,204.2008507199789,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,570.7670595999149,2016.0,371,36,0,6.0,7622,192.01042793497243,8589,6686,2134,6564,112,1700,3296,61.16167,-149.86312
2609,391.3802669730914,2008.0,696,9,1,8.0,7622,360.106710934879,8589,6686,3088,6564,1096,174,3296,61.1549,-149.8866
2609,791.8915920747235,2018.0,1371,12,3,6.0,7622,202.705524521969,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,605.6589862661646,2019.0,1371,12,2,6.0,7622,147.86622858101768,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,960.2798317976361,2018.0,20,1,3,6.0,50,148.15723902383402,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,691.1120406333832,2019.0,696,24,3,6.0,7622,149.0230771608789,8589,6686,3088,6564,257,1115,3296,61.16167,-149.86312
2609,965.1904596845702,2019.0,347,1,3,6.0,7622,130.34643040577416,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,570.7670595999149,2014.0,1371,105,0,6.0,663,326.9649808145511,8589,6686,3088,6564,1096,1700,3296,61.16167,-149.86312
2609,684.5851188401979,2020.0,179,24,3,6.0,7622,75.89298254952872,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,678.5197249728986,2015.0,1605,229,2,6.0,663,258.20181396857805,8589,6686,3088,6564,1096,1700,3296,61.16167,-149.86312
2609,751.4950432209148,2019.0,484,2,3,6.0,7622,175.78446686980274,8589,6686,2541,6564,1593,1700,3296,61.573915,-149.399197
2609,665.7546038483223,2017.0,484,63,2,6.0,7622,194.62425084510775,8589,6686,3088,6564,1854,2026,3296,61.16167,-149.86312
2609,721.9461329096272,2019.0,343,77,3,6.0,7622,237.89048508688737,8589,6686,2541,1262,1816,1115,3296,61.218277,-149.832077
2609,248.82619220647558,1991.0,1371,5,5,6.0,7622,320.9613119086817,8589,433,2134,1262,1096,711,3296,61.16167,-149.86312
2609,691.1120406333832,2020.0,696,36,3,6.0,7622,237.89048508688737,8589,6686,3088,6564,257,1336,3296,61.218277,-149.832077
2609,648.953424599456,2016.0,484,63,2,6.0,447,237.89048508688737,8589,6686,3088,6564,1854,1700,3296,61.218277,-149.832077
2609,619.5901413068875,2015.0,343,77,2,6.0,7622,158.50850547225838,8589,6686,2541,1262,1816,1700,3296,61.16167,-149.86312
2609,619.5901413068875,2015.0,343,77,2,6.0,7622,158.50850547225838,8589,6686,2541,1262,1816,1700,3296,61.16167,-149.86312
2609,352.06815415916844,2013.0,371,41,5,6.0,7622,273.63562806618756,8589,6686,2541,249,1816,1336,3296,61.16167,-149.86312
2609,313.84080518284435,2010.0,343,77,0,8.0,7622,272.4563467594758,200,6686,1120,1262,1816,869,3296,61.417087,-149.426108
2609,691.1120406333832,2013.0,1371,105,3,6.0,447,189.63630790863445,8589,6686,3088,6564,1096,2026,3296,61.16167,-149.86312
2609,852.6434461508187,2018.0,1605,229,3,6.0,7622,111.6684468747833,8589,6686,3088,6564,1096,1115,3296,61.20327,-149.87054
2609,261.74122528166464,2013.0,266,43,0,4.0,7622,229.26443460273674,8589,6686,2134,766,1593,158,3296,61.176648,-149.8433
2609,125.43269084602368,2009.0,696,2,2,4.0,7622,372.4405784974477,8589,6686,2134,1262,1816,869,3296,61.63,-148.987
2609,125.43269084602368,2009.0,696,2,2,4.0,7622,372.4405784974477,8589,6686,2134,1262,1816,869,3296,61.63,-148.987
2609,980.0566047515798,2020.0,696,26,3,8.0,7622,85.93805531752936,55,6686,3088,1262,764,869,3296,61.1641,-149.9133
2609,652.8084218057758,2020.0,179,24,2,4.0,7622,139.7802183196722,8589,6686,2541,6564,1854,174,3296,61.1549,-149.8866
2609,462.4747328966946,2013.0,262,10,1,6.0,7622,272.33480485370086,8589,6686,2541,6564,1854,174,3296,61.1549,-149.8866
2609,362.18607038177936,2016.0,1605,9,5,4.0,101,220.4595867719404,8589,6686,2134,6564,257,174,3296,61.1549,-149.8866
2609,526.3550578856808,2013.0,484,85,1,6.0,7622,247.444844885704,8589,6686,3088,6564,1854,174,3296,61.1549,-149.8866
2609,428.004443534417,2014.0,49,7,1,4.0,7622,239.6524602055756,8589,433,2541,6564,498,869,3296,61.1549,-149.8866
2609,726.7809448456554,2015.0,51,1,3,6.0,663,119.99434825711272,8589,6686,1120,6564,1816,2026,3296,26.1579,-81.766548
2609,625.0586111394906,2014.0,180,2,2,6.0,7622,182.2295790628008,8589,6686,1120,6564,126,2026,3296,26.1579,-81.766548
2609,785.3594216207492,2017.0,41,1,3,4.0,7622,200.38644277321407,8589,6686,3088,6564,1854,2026,3296,26.1579,-81.766548
2609,443.84371794547127,1985.0,696,1,1,4.0,7622,248.6041624295191,8589,6686,1120,6564,126,869,3296,26.1579,-81.766548
2609,797.6864148336343,2019.0,1605,229,3,6.0,7622,153.41178520831812,8589,6686,3088,6564,1096,711,3296,61.20327,-149.87054
399,984.8950174470842,2019.0,1371,1,4,8.0,7622,58.86495859526025,8589,6686,1120,766,1593,869,3296,64.993698,-146.150666
399,556.3096601609875,2015.0,72,9,0,6.0,7622,247.8759307072436,8589,6686,2541,6564,1854,2026,3296,61.2116,-149.8761
399,503.1740788309618,2012.0,262,1,0,6.0,7622,253.19328739442972,8589,6686,3088,6564,1854,1336,3296,64.8378,-147.7164
399,206.5764100437251,1984.0,1371,9,2,8.0,7622,158.58137954488666,8589,6686,3088,1262,1096,1336,3296,64.7805,-147.3694
399,518.7634675867401,2005.0,1605,24,1,6.0,447,187.09869333205555,55,6686,2541,6564,1593,1700,3296,64.8378,-147.7164
399,445.5686540709756,2003.0,357,18,2,6.0,447,326.44779439944335,8589,6686,2541,6564,1593,1700,3296,64.8378,-147.7164
399,431.62936536368204,2012.0,696,36,0,4.0,7622,219.41405157193404,55,6686,3088,766,1854,711,3296,64.826961,-147.794437
399,606.0032221882093,2012.0,1371,33,2,8.0,7622,221.90625619267567,8589,6686,3088,6564,764,557,3296,64.8378,-147.7164
399,985.9547279863643,2006.0,343,1,3,6.0,7622,89.94883952394719,8589,6686,2541,6564,1593,1700,3296,64.878089,-148.214529
399,116.56341797648287,1999.0,1371,135,1,6.0,7622,224.3579594714792,8589,6686,3088,1262,764,2026,3296,64.8378,-147.7164
399,428.09312202458773,2014.0,204,43,2,6.0,7622,204.89319424252173,8589,6686,3088,6564,260,2026,3296,63.067,-145.5145
399,751.2008234378977,2015.0,484,10,0,6.0,7622,234.93276497931788,8589,433,3088,1262,1593,1115,3296,64.878089,-148.214529
399,174.64160572878046,2001.0,116,2,0,6.0,7622,230.32098317368366,8589,6686,1120,1262,1816,143,3296,64.8378,-147.7164
399,739.9574090658764,2018.0,696,48,0,6.0,7622,139.7802183196722,8589,6686,3088,766,764,869,3296,64.9483,-147.7077
399,248.82619220647558,1999.0,1371,1,3,6.0,7622,338.0375991179913,8589,6686,3088,6564,1593,1700,3296,64.926,-148.155
399,985.9547279863643,2020.0,357,5,4,6.0,7622,104.3466546374798,8589,6686,3088,6564,1854,1336,3296,64.806087,-147.744215
399,248.82619220647558,2005.0,371,36,2,6.0,7622,286.7531721284549,25,433,1120,6564,112,1115,3296,64.806087,-147.744215
399,881.3419634203275,2019.0,1371,52,2,6.0,7622,169.0538264984145,8589,6686,3088,6564,1854,1115,3296,64.822837,-147.713863
399,570.7670595999149,2019.0,421,43,2,6.0,7622,163.2712357421571,8589,6686,2134,6564,1816,1700,3296,64.822837,-147.713863
399,608.6833867124362,2020.0,1605,25,2,6.0,7622,153.18212009085772,8589,6686,2541,6564,1816,1115,3296,64.822837,-147.713863
399,370.2331412902495,2013.0,1605,39,5,6.0,7622,287.89439625216943,8589,6686,2541,6564,1816,1336,3296,61.19,-149.8938
399,259.195716708657,2003.0,1605,40,5,6.0,663,276.8680792011303,8589,6686,3088,6564,1854,158,3296,61.19,-149.8938
399,157.1645627252851,2008.0,421,12,5,6.0,7622,272.4563467594758,200,6686,2541,6564,1593,1700,3296,64.8378,-147.7164
399,307.11940013844435,2012.0,1371,25,5,6.0,7622,262.15687138493007,8589,6686,2134,6564,1816,1115,3296,61.19,-149.8938
399,259.195716708657,1995.0,1605,11,5,8.0,7622,324.87906536494836,8589,6686,3088,6564,1854,1700,3296,61.19,-149.8938
399,307.11940013844435,2005.0,343,7,5,6.0,7622,290.324330602929,8589,6686,3088,6564,1096,2026,3296,61.19,-149.8938
399,460.8801446795656,2010.0,696,5,1,6.0,7622,221.23742668949274,8589,6686,2541,6564,257,869,3296,61.19,-149.8938
399,307.11940013844435,2000.0,1605,10,5,8.0,7622,339.846121247971,8589,6686,3088,6564,1096,711,3296,61.19,-149.8938
399,389.5788255097692,2016.0,484,22,1,4.0,7622,206.08315823360468,8589,433,3088,6564,1854,1115,3296,61.19,-149.8938
399,597.7017626880291,2015.0,262,9,2,4.0,7622,163.9709686710841,8589,6686,2541,6564,498,1336,3296,61.19,-149.8938
399,651.5687981046467,2019.0,204,43,2,4.0,7622,88.49922803229029,8589,6686,2541,6564,1854,2026,3296,61.19,-149.8938
399,775.0432696266861,2019.0,1371,1,3,8.0,7622,97.60528130009841,8589,6686,3088,1262,764,2026,3296,64.830684,-147.715044
399,436.89453215720306,2014.0,484,1,2,6.0,7622,169.1864192565877,55,6686,2134,766,1854,1115,3296,64.8378,-147.7164
399,428.09312202458773,2014.0,696,1,2,4.0,7622,255.80836694834116,55,6686,3088,1262,1593,1336,3296,64.8378,-147.7164
399,428.09312202458773,2003.0,484,2,2,6.0,7622,249.0729662636615,8589,433,3088,6564,1593,869,3296,64.7805,-147.3694
399,479.0237712209111,2009.0,343,13,0,6.0,7622,237.5084947102356,8589,433,1120,6564,306,711,3296,64.847187,-147.780231
399,556.2510473833086,2014.0,1605,57,0,6.0,7622,229.29623535197655,8589,433,1120,6564,306,2026,3296,64.847187,-147.780231
399,462.4747328966946,2013.0,204,3,0,6.0,7622,280.9420685112187,8589,433,3088,6564,1816,2026,3296,64.847187,-147.780231
399,479.0237712209111,2009.0,204,2,0,6.0,7622,198.17618184631954,200,433,3088,6564,257,2026,3296,64.847187,-147.780231
399,426.3170017608614,2010.0,347,92,0,8.0,7622,295.6477476271386,200,6686,3088,6564,1593,1700,3296,64.0378,-145.7322
399,487.2083263555152,2014.0,421,36,1,6.0,7622,162.43431047926458,8589,6686,2134,6564,1816,2026,3296,61.2116,-149.8761
399,431.62936536368204,2017.0,484,63,4,4.0,7622,193.29885190555262,200,6686,3088,6564,1593,869,3296,64.8378,-147.7164
399,604.6116318623667,2011.0,357,7,2,8.0,663,251.35350677970408,8589,6686,2541,6564,1096,2026,3296,61.1194,-149.8974
399,691.1620733368347,2014.0,1605,19,3,8.0,663,231.85780970848901,8589,6686,3088,6564,1096,2026,3296,61.1194,-149.8974
399,678.5704331771059,2014.0,1605,19,2,8.0,663,245.9262007450374,8589,6686,3088,6564,1096,869,3296,61.1194,-149.8974
399,570.8245820491996,2011.0,1371,9,0,8.0,663,318.03602270377525,8589,6686,3088,6564,1096,2026,3296,61.1194,-149.8974
399,526.4160786548222,2011.0,116,2,1,8.0,7622,273.3758293107138,8589,6686,2541,6564,1816,174,3296,61.1194,-149.8974
399,556.3096601609875,2010.0,1371,11,0,8.0,663,285.9372969819183,8589,6686,3088,6564,1854,711,3296,61.1194,-149.8974
399,612.8446198027323,2015.0,204,15,2,4.0,7622,264.0296073043161,8589,433,2541,6564,1816,711,3296,61.1194,-149.8974
399,556.3096601609875,2012.0,1371,52,0,8.0,663,293.3244995479566,8589,6686,3088,6564,1854,2026,3296,61.1194,-149.8974
399,526.4160786548222,2007.0,153,17,1,8.0,7622,303.5255743325612,8589,6686,2541,6564,1854,2026,3296,61.1194,-149.8974
399,570.8245820491996,2008.0,153,3,0,8.0,7622,256.98131582738375,8589,6686,2541,6564,1854,1336,3296,61.1194,-149.8974
399,820.112889838622,2016.0,1371,33,3,8.0,447,240.59438042975336,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,691.1620733368347,2012.0,1371,7,3,8.0,447,302.383397903785,8589,6686,3088,6564,1096,1336,3296,61.1194,-149.8974
399,261.71585929376164,2005.0,128,11,5,6.0,7622,341.54565519056035,8589,6686,2134,6564,257,1115,3296,61.1194,-149.8974
399,665.8060192819602,2012.0,357,3,2,8.0,663,325.5903780542702,8589,6686,3088,6564,1096,1336,3296,61.1194,-149.8974
399,678.5704331771059,2015.0,204,15,2,4.0,7622,182.83223110822829,8589,433,2541,6564,1816,711,3296,61.1194,-149.8974
399,626.3900472556929,2013.0,347,9,2,8.0,7622,292.24821878767784,8589,6686,3088,6564,1096,2026,3296,61.1194,-149.8974
399,763.4750018938056,2016.0,1605,229,3,6.0,7622,173.33197167517676,8589,6686,3088,6564,764,557,3296,64.81552,-147.71293
399,786.486910465679,2019.0,1371,135,3,4.0,7622,110.65209722176603,8589,6686,3088,6564,764,869,3296,64.81552,-147.71293
399,309.3716592588667,2010.0,696,46,2,4.0,7622,214.30064266419504,8589,433,2134,6564,1593,1700,3296,64.802424,-147.980347
399,221.40310048142786,1975.0,696,1,2,4.0,7622,164.49003432655397,8589,6686,2541,6564,1593,1700,3296,63.5436,-149.9867
399,585.0752767118855,2008.0,696,9,2,8.0,7622,276.87521645809153,8589,6686,3088,6564,1096,1115,3296,61.1194,-149.8974
399,503.1583137677889,2008.0,357,7,1,8.0,7622,296.6527284502668,8589,6686,3088,6564,1096,1115,3296,61.1194,-149.8974
399,541.5132503690862,2008.0,1371,135,0,8.0,7622,314.9229613566002,8589,6686,3088,6564,1096,1336,3296,61.1194,-149.8974
399,841.9922215623071,2013.0,347,45,2,6.0,447,252.27484385729292,8589,6686,3088,6564,764,2026,3296,64.7486,-147.2769
399,227.0788775237349,2007.0,103,11,2,6.0,7622,265.9473599805217,8589,6686,2134,766,1816,2026,3296,64.878089,-148.214529
399,820.112889838622,2020.0,1371,135,3,8.0,7622,150.46238973692144,8589,6686,3088,6564,764,1115,3296,64.81552,-147.71293
399,428.07538739682735,2018.0,266,4,1,4.0,7622,126.23063394923297,8589,6686,2134,6564,1816,1336,3296,64.81552,-147.71293
399,820.112889838622,2017.0,1371,52,3,8.0,7622,229.56686795701668,8589,6686,3088,6564,1854,2026,3296,64.81552,-147.71293
399,797.8103337577844,2015.0,180,4,3,8.0,7622,231.76277660781045,8589,6686,3088,6564,1816,1336,3296,64.81552,-147.71293
399,612.8446198027323,2018.0,371,61,2,4.0,7622,132.71643962518255,8589,6686,2134,6564,1854,557,3296,64.81552,-147.71293
399,556.3096601609875,2019.0,1371,21,0,4.0,7622,165.33842861758083,8589,6686,3088,6564,1854,557,3296,64.81552,-147.71293
399,599.0217447387845,2019.0,421,36,2,6.0,7622,159.11429771344336,8589,6686,2134,6564,1816,1336,3296,64.822837,-147.713863
399,678.5704331771059,2021.0,1371,13,2,3.0,7622,63.537219966480016,8589,6686,3088,6564,1854,557,3296,64.81552,-147.71293
399,727.9739415455535,2016.0,1605,229,3,6.0,7622,206.33507188686585,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,786.486910465679,2020.0,1371,135,3,8.0,7622,149.07182530323684,8589,6686,3088,6564,764,1336,3296,64.81552,-147.71293
399,702.3655095570566,2020.0,1605,27,3,4.0,7622,106.91294918813713,8589,6686,2541,6564,1854,711,3296,61.19,-149.8938
399,283.89384873984136,1995.0,1605,11,5,8.0,7622,324.87906536494836,8589,6686,3088,6564,1854,1700,3296,61.19,-149.8938
399,477.4696226487112,2017.0,343,24,1,4.0,7622,192.0929497085457,8589,6686,2134,6564,1854,869,3296,61.19,-149.8938
399,366.8710072272568,2011.0,1371,135,1,6.0,7622,281.98439863372795,200,6686,2541,6564,764,2026,3296,64.8378,-147.7164
399,751.777415175003,2018.0,1605,229,3,8.0,7622,176.73255752314006,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,691.1620733368347,2018.0,262,8,3,4.0,7622,73.05252518991627,8589,6686,3088,6564,1816,557,3296,64.81552,-147.71293
399,775.0432696266861,2018.0,696,24,3,6.0,7622,88.48029825939624,8589,6686,3088,6564,1854,711,3296,64.81552,-147.71293
399,831.0996269998808,2019.0,1371,135,3,4.0,7622,141.16958407408825,8589,6686,3088,6564,764,1336,3296,64.81552,-147.71293
399,639.7251641684243,2019.0,484,35,2,6.0,7622,185.31569472101108,8589,6686,3088,6564,1854,158,3296,64.81552,-147.71293
399,703.5885716561448,2019.0,1605,40,3,6.0,7622,122.72830378041412,8589,6686,3088,6564,1854,711,3296,64.81552,-147.71293
399,820.112889838622,2016.0,1371,33,3,8.0,447,240.59438042975336,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,410.0634774391966,2013.0,204,3,1,6.0,7622,310.2516326543154,8589,6686,2541,6564,1854,1115,3296,61.2116,-149.8761
399,454.1214827389297,2013.0,371,45,3,6.0,7622,204.89319424252173,8589,6686,2541,1262,1816,2026,3296,64.8283,-147.6557
399,352.1499347237621,1993.0,696,2,5,4.0,7622,252.34236374535644,8589,6686,2541,6564,498,1115,3296,61.2116,-149.8761
399,570.8245820491996,2013.0,357,1,0,8.0,663,293.7525676049051,8589,6686,3088,6564,1096,1336,3296,61.2116,-149.8761
399,495.230112303979,2004.0,1371,7,1,8.0,447,310.829376394196,8589,6686,3088,6564,1096,2026,3296,61.2116,-149.8761
399,604.5564713056808,2019.0,421,36,2,6.0,7622,170.28913267071533,8589,6686,2134,6564,1816,1115,3296,64.822837,-147.713863
399,665.7546038483223,2020.0,1605,25,2,6.0,7622,158.75526941106455,8589,6686,2541,6564,1816,2026,3296,64.822837,-147.713863
399,352.1499347237621,2012.0,163,4,5,4.0,7622,293.8890611140313,8589,6686,2134,6564,1816,1700,3296,61.2116,-149.8761
399,820.112889838622,2014.0,347,2,3,6.0,447,296.63096945229427,8589,6686,3088,6564,1096,1700,3296,61.2116,-149.8761
399,381.90696580159374,2007.0,421,27,5,6.0,7622,262.5557640106236,8589,6686,3088,6564,1854,2026,3296,61.2116,-149.8761
399,786.486910465679,2018.0,484,27,3,4.0,7622,138.45432285929894,8589,433,3088,6564,1854,1700,3296,61.2116,-149.8761
399,351.14716834700357,2012.0,484,1,2,6.0,7622,216.87950663346933,8589,6686,3088,6564,1854,869,3296,64.8378,-147.7164
399,428.07538739682735,2018.0,266,4,1,4.0,7622,126.23063394923297,8589,6686,2134,6564,1816,1336,3296,64.81552,-147.71293
399,218.52529509707716,2003.0,204,13,2,4.0,7622,298.62223131217854,8589,6686,3088,249,1816,158,3296,64.878089,-148.214529
399,820.112889838622,2017.0,1371,52,3,8.0,7622,229.56686795701668,8589,6686,3088,6564,1854,2026,3296,64.81552,-147.71293
399,797.8103337577844,2015.0,180,4,3,8.0,7622,231.76277660781045,8589,6686,3088,6564,1816,1336,3296,64.81552,-147.71293
399,329.13199368779027,2011.0,1371,17,5,6.0,7622,301.23876070929754,200,6686,2541,6564,1593,1700,3296,64.8378,-147.7164
399,797.8103337577844,2019.0,1371,135,3,4.0,7622,69.7910588671197,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,786.486910465679,2020.0,1371,135,3,8.0,7622,170.22895593468024,8589,6686,3088,6564,764,1115,3296,64.81552,-147.71293
399,763.4750018938056,2016.0,1605,229,3,6.0,7622,173.33197167517676,8589,6686,3088,6564,764,557,3296,64.81552,-147.71293
399,612.8446198027323,2018.0,371,61,2,4.0,7622,132.71643962518255,8589,6686,2134,6564,1854,557,3296,64.81552,-147.71293
399,831.0996269998808,2019.0,347,10,3,8.0,7622,101.74324788507266,8589,6686,3088,6564,764,869,3296,64.81552,-147.71293
399,678.5704331771059,2021.0,1371,13,2,3.0,7622,63.537219966480016,8589,6686,3088,6564,1854,557,3296,64.81552,-147.71293
399,462.54178556648225,2015.0,696,67,1,4.0,7622,213.95289821896003,8589,6686,2134,6564,1816,557,3296,64.81552,-147.71293
399,67.94771787587496,1991.0,94,1,1,6.0,7622,246.69887608884747,8589,6686,2134,6564,1593,1700,3296,64.993698,-146.150666
399,329.13199368779027,2001.0,347,21,2,8.0,7622,324.33859366490594,8589,6686,1120,6564,1593,2026,3296,64.993698,-146.150666
399,541.5132503690862,2013.0,484,85,0,6.0,7622,254.13721901578342,8589,6686,3088,6564,1854,869,3296,61.2116,-149.8761
399,274.2089751757975,2008.0,696,67,0,4.0,7622,274.27449345953454,8589,6686,2134,766,1816,711,3296,64.878089,-148.214529
399,585.0752767118855,2018.0,128,14,2,6.0,7622,202.94671095019177,8589,6686,2541,6564,1816,1115,3296,61.2116,-149.8761
399,599.0772763988664,2007.0,204,27,2,4.0,7622,246.58463053972702,8589,433,2541,6564,1816,2026,3296,61.2116,-149.8761
399,445.4825228403731,1976.0,38,7,0,8.0,7622,225.03136146949967,8589,6686,1120,1262,306,1336,3296,64.878089,-148.214529
399,556.3096601609875,2010.0,1371,105,0,8.0,663,269.2187545981693,8589,6686,3088,6564,1096,711,3296,61.2116,-149.8761
399,639.7383976432874,2015.0,357,3,2,8.0,7622,282.24474566498634,8589,6686,3088,1262,764,1336,3296,64.8389,-147.7166
399,739.9574090658764,2017.0,484,85,0,6.0,7622,182.2427830593286,8589,6686,3088,1262,1854,711,3296,64.878089,-148.214529
399,199.09879340579243,2010.0,421,1,2,6.0,7622,329.919095746936,8589,6686,2134,6564,1593,1115,3296,64.835023,-147.707748
399,381.926236893881,2014.0,204,27,0,6.0,7622,256.11285421956825,8589,6686,2541,6564,1593,869,3296,64.8378,-147.7164
399,831.0996269998808,2015.0,1371,135,3,8.0,7622,195.6988909714987,8589,6686,3088,6564,1096,711,3296,61.2116,-149.8761
399,790.9851266431056,2019.0,1605,229,2,6.0,7622,152.2132658450754,8589,6686,3088,6564,1096,1115,3296,64.822837,-147.713863
399,564.9932953015791,2019.0,421,43,2,6.0,7622,155.7706550563185,8589,6686,2134,6564,1816,1115,3296,64.822837,-147.713863
399,410.0634774391966,2012.0,696,36,1,4.0,7622,290.2536077656607,8589,6686,3088,6564,1854,1115,3296,61.2116,-149.8761
399,445.55142879507525,2008.0,41,15,1,8.0,7622,262.9441394008263,8589,6686,3088,6564,1854,869,3296,61.2116,-149.8761
399,419.1579058227502,2005.0,347,45,2,6.0,447,362.6216051529345,8589,6686,3088,1262,1096,711,3296,63.9171,-149.0111
399,786.486910465679,2019.0,1371,135,3,4.0,7622,110.65209722176603,8589,6686,3088,6564,764,869,3296,64.81552,-147.71293
399,820.112889838622,2020.0,1371,135,3,8.0,7622,150.46238973692144,8589,6686,3088,6564,764,1115,3296,64.81552,-147.71293
399,751.777415175003,2018.0,1605,229,3,8.0,7622,176.73255752314006,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,197.39206245515996,1997.0,204,43,5,6.0,7622,327.1464085795652,8589,6686,2541,6564,1593,1700,3296,64.8378,-147.7164
399,691.1620733368347,2018.0,262,8,3,4.0,7622,73.05252518991627,8589,6686,3088,6564,1816,557,3296,64.81552,-147.71293
399,775.0432696266861,2018.0,696,24,3,6.0,7622,88.48029825939624,8589,6686,3088,6564,1854,711,3296,64.81552,-147.71293
399,428.07538739682735,2018.0,266,4,1,4.0,7622,126.23063394923297,8589,6686,2134,6564,1816,1336,3296,64.81552,-147.71293
399,479.08912844471934,2017.0,343,39,1,6.0,7622,173.3390768159509,8589,6686,2134,6564,112,2026,3296,64.81552,-147.71293
399,820.112889838622,2017.0,1371,52,3,8.0,7622,229.56686795701668,8589,6686,3088,6564,1854,2026,3296,64.81552,-147.71293
399,381.926236893881,1998.0,343,45,5,6.0,447,372.4405784974477,200,6686,2541,6564,1593,1336,3296,64.993698,-146.150666
399,206.5764100437251,1984.0,1371,9,2,8.0,7622,158.58137954488666,8589,6686,3088,1262,1096,1336,3296,64.7805,-147.3694
399,426.3170017608614,2010.0,347,92,0,8.0,7622,295.6477476271386,200,6686,3088,6564,1593,1700,3296,64.0378,-145.7322
399,518.7634675867401,2005.0,1605,24,1,6.0,447,187.09869333205555,55,6686,2541,6564,1593,1700,3296,64.8378,-147.7164
399,797.8103337577844,2015.0,180,4,3,8.0,7622,231.76277660781045,8589,6686,3088,6564,1816,1336,3296,64.81552,-147.71293
399,727.9739415455535,2016.0,1605,229,3,6.0,7622,206.33507188686585,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,635.6928852055096,2019.0,421,36,2,6.0,7622,154.5316224140812,8589,6686,2134,6564,1816,1115,3296,64.822837,-147.713863
399,564.9932953015791,2019.0,421,43,2,6.0,7622,161.88592235199266,8589,6686,2134,6564,1816,1115,3296,64.822837,-147.713863
399,487.2083263555152,2014.0,421,36,1,6.0,7622,162.06248644954852,8589,6686,2134,6564,1816,2026,3296,61.2116,-149.8761
399,71.24498637260861,1986.0,371,7,2,6.0,7622,333.73115382776473,8589,433,2541,6564,1593,869,3296,64.878089,-148.214529
399,797.8103337577844,2019.0,1371,135,3,4.0,7622,69.7910588671197,8589,6686,3088,6564,764,2026,3296,64.81552,-147.71293
399,786.486910465679,2020.0,1371,135,3,8.0,7622,149.07182530323684,8589,6686,3088,6564,764,1336,3296,64.81552,-147.71293
399,510.9965089670485,2015.0,371,36,1,6.0,7622,222.5733642489903,8589,6686,2134,6564,166,557,3296,64.81552,-147.71293
399,462.54178556648225,2015.0,1605,27,1,6.0,7622,289.35195395143126,8589,6686,2541,6564,1854,711,3296,61.1194,-149.8974
399,691.1620733368347,2012.0,484,85,3,6.0,7622,207.7064607360708,8589,433,3088,6564,1854,711,3296,61.2116,-149.8761
399,227.0788775237349,2007.0,103,11,2,6.0,7622,265.9473599805217,8589,6686,2134,766,1816,2026,3296,64.878089,-148.214529
399,352.1499347237621,2012.0,179,15,5,4.0,7622,239.52881462845315,8589,6686,2134,6564,306,42,3296,64.81552,-147.71293
